Order_ID,Order_Date,Category,Sub_Category,Region,Segment,Sales,Quantity,Profit,Discount
ORD-11042,2023-07-23,Technology,Copiers,West,Consumer,1947.29,6,215.25,0.3
ORD-10339,2023-07-23,Technology,Phones,East,Consumer,1036.68,3,235.19,0.0
ORD-11660,2023-07-24,Technology,Copiers,South,Corporate,2975.09,7,986.16,0.1
ORD-11298,2023-07-24,Technology,Accessories,East,Consumer,1084.49,2,209.23,0.1
ORD-10586,2023-07-25,Technology,Accessories,West,Corporate,2066.2,5,616.48,0.0
ORD-10325,2023-07-25,Office Supplies,Supplies,East,Consumer,381.92,6,31.44,0.0
ORD-11478,2023-07-25,Technology,Accessories,South,Corporate,1227.12,5,84.84,0.1
ORD-10536,2023-07-25,Office Supplies,Paper,West,Home Office,33.96,2,8.01,0.0
ORD-11340,2023-07-25,Office Supplies,Supplies,North,Home Office,186.88,3,29.73,0.2
ORD-10011,2023-07-26,Furniture,Tables,North,Consumer,613.29,4,34.81,0.1
ORD-10376,2023-07-26,Office Supplies,Paper,North,Corporate,240.47,4,60.49,0.15
ORD-10181,2023-07-27,Furniture,Bookcases,North,Consumer,317.29,4,75.32,0.0
ORD-10138,2023-07-27,Office Supplies,Art,West,Home Office,324.92,5,49.19,0.15
ORD-11874,2023-07-28,Technology,Machines,South,Home Office,909.04,2,162.69,0.1
ORD-10912,2023-07-29,Office Supplies,Art,West,Consumer,142.86,5,13.64,0.0
ORD-10469,2023-07-30,Office Supplies,Art,East,Consumer,48.57,2,8.37,0.2
ORD-11742,2023-07-30,Office Supplies,Storage,North,Corporate,36.15,1,5.35,0.15
ORD-10216,2023-07-30,Furniture,Bookcases,East,Corporate,1904.24,6,413.95,0.0
ORD-10891,2023-07-31,Furniture,Furnishings,North,Home Office,134.38,1,19.85,0.3
ORD-10324,2023-07-31,Furniture,Bookcases,West,Consumer,232.79,5,46.03,0.15
ORD-11154,2023-08-01,Technology,Accessories,South,Consumer,1953.81,4,843.51,0.0
ORD-11044,2023-08-01,Technology,Phones,West,Consumer,464.37,1,27.87,0.15
ORD-11540,2023-08-01,Furniture,Bookcases,North,Home Office,1338.57,3,-18.79,0.1
ORD-10698,2023-08-01,Office Supplies,Storage,North,Corporate,191.26,5,43.19,0.3
ORD-12000,2023-08-01,Office Supplies,Art,East,Corporate,362.68,7,73.33,0.0
ORD-11314,2023-08-01,Furniture,Tables,East,Corporate,563.8,4,-37.73,0.15
ORD-11661,2023-08-02,Office Supplies,Supplies,East,Home Office,517.91,5,113.4,0.1
ORD-11919,2023-08-02,Technology,Machines,North,Consumer,1433.16,3,273.07,0.0
ORD-10584,2023-08-02,Office Supplies,Art,West,Home Office,35.12,5,3.95,0.1
ORD-10287,2023-08-03,Office Supplies,Art,West,Consumer,60.09,5,16.38,0.1
ORD-10094,2023-08-03,Office Supplies,Binders,South,Consumer,266.8,6,43.56,0.0
ORD-11777,2023-08-03,Office Supplies,Supplies,South,Consumer,309.4,6,75.76,0.2
ORD-10337,2023-08-03,Technology,Copiers,West,Corporate,1268.81,4,459.87,0.0
ORD-11332,2023-08-04,Technology,Copiers,North,Consumer,951.99,2,103.33,0.2
ORD-10069,2023-08-04,Office Supplies,Paper,South,Consumer,102.36,3,20.25,0.15
ORD-10123,2023-08-04,Office Supplies,Paper,West,Corporate,263.21,5,105.08,0.1
ORD-11993,2023-08-04,Technology,Copiers,South,Corporate,3144.36,7,584.47,0.0
ORD-11143,2023-08-05,Office Supplies,Paper,South,Corporate,62.2,7,10.87,0.0
ORD-11935,2023-08-05,Furniture,Bookcases,West,Consumer,238.71,4,46.95,0.15
ORD-10870,2023-08-05,Office Supplies,Storage,South,Consumer,42.31,1,2.29,0.15
ORD-10087,2023-08-06,Office Supplies,Paper,West,Corporate,346.01,7,136.64,0.15
ORD-10338,2023-08-06,Office Supplies,Paper,East,Home Office,29.06,1,6.39,0.15
ORD-10568,2023-08-06,Office Supplies,Binders,North,Home Office,130.8,4,39.75,0.2
ORD-11669,2023-08-07,Furniture,Tables,East,Corporate,2331.48,6,-225.37,0.15
ORD-11277,2023-08-08,Technology,Phones,South,Consumer,1714.63,4,291.74,0.1
ORD-11215,2023-08-08,Technology,Copiers,East,Consumer,1656.23,5,447.73,0.15
ORD-10726,2023-08-08,Furniture,Bookcases,North,Consumer,715.64,4,50.59,0.0
ORD-11115,2023-08-08,Technology,Machines,East,Home Office,1273.9,5,74.54,0.0
ORD-10629,2023-08-08,Furniture,Bookcases,East,Corporate,489.86,2,73.9,0.0
ORD-10574,2023-08-09,Furniture,Tables,East,Consumer,1743.74,7,-9.72,0.0
ORD-11060,2023-08-09,Office Supplies,Binders,North,Consumer,113.56,4,12.77,0.0
ORD-10902,2023-08-09,Technology,Machines,East,Consumer,1376.79,4,287.18,0.1
ORD-11541,2023-08-09,Office Supplies,Storage,North,Corporate,143.49,5,32.84,0.1
ORD-10677,2023-08-10,Furniture,Furnishings,West,Consumer,1043.59,4,-252.97,0.0
ORD-11405,2023-08-11,Furniture,Furnishings,North,Corporate,262.58,1,47.06,0.1
ORD-11173,2023-08-11,Technology,Copiers,North,Consumer,317.65,1,43.11,0.1
ORD-11772,2023-08-11,Office Supplies,Supplies,South,Consumer,212.68,7,14.18,0.0
ORD-11899,2023-08-11,Technology,Copiers,West,Home Office,1849.34,5,417.45,0.0
ORD-12053,2023-08-12,Technology,Machines,West,Corporate,1055.96,5,250.81,0.1
ORD-10618,2023-08-12,Office Supplies,Art,West,Home Office,68.65,5,13.86,0.2
ORD-10447,2023-08-12,Office Supplies,Binders,West,Consumer,155.94,5,36.77,0.0
ORD-10130,2023-08-12,Office Supplies,Supplies,East,Consumer,161.98,7,46.21,0.0
ORD-10776,2023-08-12,Technology,Copiers,South,Corporate,1166.54,4,200.13,0.0
ORD-11363,2023-08-12,Technology,Accessories,East,Corporate,1238.11,4,298.72,0.1
ORD-11821,2023-08-13,Office Supplies,Paper,East,Consumer,186.12,7,38.27,0.0
ORD-12111,2023-08-13,Furniture,Bookcases,East,Consumer,831.28,5,40.82,0.0
ORD-12032,2023-08-13,Technology,Copiers,West,Consumer,386.14,1,34.69,0.2
ORD-10125,2023-08-14,Technology,Copiers,East,Corporate,1677.99,5,24.3,0.0
ORD-10580,2023-08-14,Furniture,Bookcases,West,Consumer,530.5,5,150.57,0.0
ORD-11375,2023-08-14,Office Supplies,Binders,South,Consumer,111.38,3,9.57,0.0
ORD-10964,2023-08-14,Technology,Machines,South,Consumer,1637.1,7,-119.22,0.0
ORD-11498,2023-08-14,Technology,Accessories,South,Corporate,2105.39,6,315.4,0.1
ORD-10659,2023-08-14,Furniture,Furnishings,West,Home Office,1075.17,7,322.34,0.0
ORD-11850,2023-08-15,Furniture,Chairs,West,Consumer,200.13,1,26.72,0.0
ORD-11586,2023-08-15,Office Supplies,Paper,East,Consumer,158.93,3,55.58,0.0
ORD-12188,2023-08-15,Office Supplies,Art,North,Corporate,605.91,5,18.91,0.0
ORD-10411,2023-08-15,Technology,Accessories,West,Consumer,305.23,2,26.26,0.15
ORD-10917,2023-08-15,Office Supplies,Supplies,West,Corporate,348.69,5,106.13,0.1
ORD-11075,2023-08-16,Office Supplies,Storage,West,Consumer,396.79,7,82.41,0.1
ORD-11091,2023-08-16,Technology,Phones,North,Corporate,3388.68,6,969.07,0.0
ORD-10527,2023-08-16,Office Supplies,Art,West,Consumer,61.74,1,8.55,0.0
ORD-10072,2023-08-16,Office Supplies,Binders,East,Consumer,130.9,1,37.87,0.1
ORD-11310,2023-08-17,Office Supplies,Art,South,Corporate,112.89,6,24.59,0.1
ORD-10482,2023-08-17,Technology,Phones,West,Consumer,2527.27,6,843.52,0.0
ORD-10399,2023-08-17,Office Supplies,Supplies,East,Home Office,594.37,6,121.66,0.1
ORD-10641,2023-08-17,Technology,Accessories,East,Corporate,2723.08,6,261.24,0.1
ORD-11668,2023-08-17,Technology,Copiers,East,Corporate,303.71,3,115.96,0.1
ORD-11810,2023-08-18,Office Supplies,Binders,North,Corporate,127.78,3,28.72,0.0
ORD-10623,2023-08-18,Office Supplies,Supplies,East,Corporate,239.28,7,41.36,0.15
ORD-10517,2023-08-18,Office Supplies,Storage,East,Consumer,382.99,7,103.47,0.15
ORD-10154,2023-08-19,Furniture,Chairs,North,Corporate,548.76,3,-67.68,0.0
ORD-10961,2023-08-19,Office Supplies,Supplies,East,Home Office,88.42,5,-2.44,0.0
ORD-11970,2023-08-19,Technology,Machines,South,Corporate,1272.05,4,140.61,0.1
ORD-10198,2023-08-20,Furniture,Chairs,West,Home Office,984.54,3,231.79,0.1
ORD-10943,2023-08-20,Office Supplies,Art,South,Consumer,135.57,2,38.91,0.15
ORD-11907,2023-08-20,Furniture,Tables,North,Home Office,1367.94,5,-141.96,0.0
ORD-10951,2023-08-20,Office Supplies,Supplies,West,Home Office,292.4,6,-6.85,0.2
ORD-10875,2023-08-20,Office Supplies,Paper,West,Consumer,66.24,2,12.2,0.0
ORD-11032,2023-08-21,Technology,Machines,East,Home Office,900.98,2,289.04,0.1
ORD-10257,2023-08-21,Furniture,Tables,North,Consumer,725.2,5,59.45,0.0
ORD-11696,2023-08-21,Furniture,Tables,North,Consumer,355.38,1,64.11,0.3
ORD-10206,2023-08-21,Technology,Accessories,North,Home Office,2037.77,6,50.6,0.2
ORD-11848,2023-08-21,Office Supplies,Art,South,Consumer,359.8,5,97.97,0.2
ORD-11576,2023-08-22,Technology,Accessories,North,Corporate,1514.94,5,393.19,0.15
ORD-11610,2023-08-22,Furniture,Chairs,North,Home Office,1625.22,5,445.3,0.2
ORD-10389,2023-08-22,Office Supplies,Binders,North,Consumer,456.36,7,139.01,0.2
ORD-10940,2023-08-22,Technology,Phones,East,Corporate,2551.46,6,172.5,0.0
ORD-11120,2023-08-22,Office Supplies,Storage,North,Home Office,406.54,6,102.7,0.15
ORD-10701,2023-08-23,Technology,Accessories,South,Corporate,215.59,1,-14.01,0.1
ORD-10381,2023-08-23,Technology,Copiers,South,Consumer,584.74,4,-1.35,0.3
ORD-10296,2023-08-24,Office Supplies,Paper,South,Consumer,149.77,5,22.93,0.2
ORD-10562,2023-08-24,Office Supplies,Paper,East,Home Office,146.95,6,1.59,0.2
ORD-10061,2023-08-24,Technology,Machines,South,Home Office,3560.99,7,711.95,0.0
ORD-12103,2023-08-25,Technology,Copiers,West,Home Office,2569.78,6,-31.83,0.15
ORD-10036,2023-08-25,Furniture,Tables,South,Consumer,1253.93,7,461.85,0.0
ORD-11066,2023-08-25,Office Supplies,Paper,South,Consumer,617.84,7,120.93,0.15
ORD-10182,2023-08-25,Office Supplies,Art,North,Home Office,33.09,1,8.11,0.2
ORD-10591,2023-08-26,Office Supplies,Supplies,South,Home Office,45.94,4,2.11,0.0
ORD-10640,2023-08-26,Technology,Phones,West,Corporate,155.51,2,8.14,0.0
ORD-12076,2023-08-27,Office Supplies,Storage,North,Consumer,35.5,1,5.67,0.3
ORD-10098,2023-08-27,Office Supplies,Supplies,South,Consumer,13.76,2,2.58,0.2
ORD-11667,2023-08-27,Office Supplies,Supplies,East,Corporate,482.06,6,191.47,0.0
ORD-11751,2023-08-27,Furniture,Bookcases,South,Corporate,1088.56,6,-103.08,0.3
ORD-11055,2023-08-27,Furniture,Furnishings,South,Corporate,614.72,5,-13.85,0.1
ORD-11335,2023-08-28,Furniture,Furnishings,West,Consumer,819.17,4,-44.43,0.15
ORD-11697,2023-08-28,Furniture,Bookcases,East,Home Office,172.72,1,-25.09,0.1
ORD-11704,2023-08-28,Technology,Copiers,East,Corporate,1146.56,3,254.09,0.0
ORD-11863,2023-08-28,Furniture,Tables,North,Home Office,694.64,3,62.22,0.0
ORD-11841,2023-08-28,Technology,Accessories,East,Consumer,839.97,2,158.05,0.1
ORD-11693,2023-08-29,Furniture,Chairs,South,Home Office,243.17,2,105.03,0.0
ORD-11124,2023-08-29,Office Supplies,Storage,East,Consumer,184.49,4,25.08,0.0
ORD-11383,2023-08-30,Technology,Machines,East,Consumer,1392.47,4,118.85,0.2
ORD-11289,2023-08-30,Furniture,Bookcases,North,Corporate,1084.27,4,-30.47,0.1
ORD-10195,2023-08-30,Office Supplies,Supplies,East,Consumer,39.63,1,7.41,0.1
ORD-10467,2023-08-31,Office Supplies,Art,East,Home Office,502.54,5,93.96,0.15
ORD-10895,2023-08-31,Technology,Accessories,South,Corporate,1683.23,6,207.99,0.15
ORD-10688,2023-08-31,Office Supplies,Supplies,West,Consumer,137.26,6,9.8,0.1
ORD-11096,2023-09-01,Office Supplies,Supplies,East,Consumer,74.71,5,25.36,0.0
ORD-12176,2023-09-01,Furniture,Bookcases,South,Consumer,118.23,1,-18.32,0.15
ORD-11489,2023-09-02,Technology,Copiers,South,Corporate,629.84,1,14.63,0.3
ORD-11394,2023-09-02,Office Supplies,Supplies,South,Corporate,171.64,6,30.28,0.3
ORD-11139,2023-09-02,Furniture,Tables,East,Consumer,1123.16,7,85.05,0.1
ORD-11839,2023-09-03,Technology,Copiers,East,Corporate,2666.8,7,860.54,0.0
ORD-10529,2023-09-05,Technology,Machines,South,Home Office,882.16,2,-34.18,0.1
ORD-10835,2023-09-05,Office Supplies,Supplies,South,Consumer,297.68,7,79.47,0.0
ORD-11512,2023-09-06,Technology,Machines,East,Consumer,3122.7,5,800.4,0.0
ORD-11756,2023-09-06,Furniture,Tables,North,Consumer,2386.81,6,141.3,0.3
ORD-11723,2023-09-06,Office Supplies,Art,West,Consumer,63.82,2,10.62,0.0
ORD-10416,2023-09-07,Technology,Phones,North,Corporate,1137.49,3,242.99,0.2
ORD-12109,2023-09-07,Technology,Machines,West,Consumer,1311.32,6,260.06,0.15
ORD-10370,2023-09-07,Office Supplies,Binders,South,Corporate,154.86,2,65.16,0.15
ORD-11136,2023-09-08,Furniture,Chairs,West,Corporate,1567.26,5,-347.88,0.0
ORD-12138,2023-09-10,Technology,Machines,North,Consumer,1472.42,5,492.52,0.15
ORD-11134,2023-09-10,Technology,Copiers,North,Corporate,1434.44,5,202.79,0.3
ORD-10038,2023-09-11,Technology,Phones,North,Consumer,2315.37,5,696.26,0.2
ORD-11326,2023-09-11,Technology,Copiers,North,Consumer,1941.41,4,278.26,0.0
ORD-11710,2023-09-11,Technology,Copiers,South,Consumer,1331.27,7,137.01,0.1
ORD-10886,2023-09-12,Furniture,Bookcases,South,Corporate,1820.87,7,440.75,0.1
ORD-10137,2023-09-14,Office Supplies,Binders,East,Home Office,138.78,3,43.61,0.0
ORD-11306,2023-09-14,Technology,Phones,East,Consumer,487.1,1,177.67,0.0
ORD-10906,2023-09-15,Technology,Accessories,West,Corporate,1255.93,6,623.84,0.0
ORD-11391,2023-09-15,Office Supplies,Art,South,Corporate,278.12,6,49.96,0.0
ORD-10607,2023-09-16,Office Supplies,Art,South,Home Office,202.73,3,66.57,0.0
ORD-10946,2023-09-16,Office Supplies,Supplies,East,Consumer,21.14,2,2.7,0.15
ORD-10054,2023-09-16,Office Supplies,Binders,East,Corporate,74.69,2,23.72,0.0
ORD-11947,2023-09-16,Technology,Machines,West,Home Office,237.34,1,56.11,0.3
ORD-11320,2023-09-17,Technology,Copiers,South,Consumer,809.48,2,165.9,0.3
ORD-10236,2023-09-17,Technology,Copiers,South,Consumer,2567.49,7,396.86,0.3
ORD-11988,2023-09-17,Technology,Copiers,North,Consumer,3401.29,7,514.65,0.3
ORD-11959,2023-09-18,Office Supplies,Art,East,Consumer,325.87,5,34.44,0.2
ORD-10271,2023-09-19,Furniture,Furnishings,North,Consumer,1098.2,5,-193.78,0.2
ORD-11138,2023-09-19,Office Supplies,Art,North,Consumer,87.37,3,15.75,0.3
ORD-11348,2023-09-20,Technology,Machines,North,Home Office,1521.63,3,129.79,0.1
ORD-11270,2023-09-20,Technology,Phones,East,Consumer,915.85,3,-10.1,0.15
ORD-10626,2023-09-21,Office Supplies,Supplies,South,Corporate,45.72,1,1.2,0.0
ORD-10096,2023-09-21,Office Supplies,Storage,North,Consumer,206.2,2,33.82,0.2
ORD-10922,2023-09-22,Furniture,Chairs,East,Consumer,1334.41,5,179.53,0.0
ORD-10810,2023-09-22,Office Supplies,Paper,South,Home Office,169.62,5,46.94,0.0
ORD-10525,2023-09-22,Furniture,Chairs,West,Consumer,570.26,2,275.23,0.0
ORD-11232,2023-09-22,Technology,Phones,North,Consumer,637.81,3,-38.1,0.1
ORD-11005,2023-09-22,Office Supplies,Paper,West,Consumer,151.92,4,19.32,0.3
ORD-11978,2023-09-23,Technology,Phones,East,Home Office,2364.79,4,444.51,0.15
ORD-11475,2023-09-23,Office Supplies,Storage,North,Consumer,31.72,1,6.42,0.0
ORD-11726,2023-09-24,Office Supplies,Art,East,Corporate,35.92,1,10.24,0.1
ORD-10722,2023-09-24,Technology,Copiers,North,Corporate,753.43,2,121.28,0.15
ORD-10740,2023-09-25,Technology,Copiers,West,Home Office,2676.16,4,579.83,0.1
ORD-10813,2023-09-25,Office Supplies,Binders,North,Corporate,142.17,2,10.86,0.2
ORD-11985,2023-09-26,Office Supplies,Art,East,Consumer,57.51,1,20.43,0.15
ORD-11093,2023-09-26,Furniture,Tables,West,Consumer,549.04,3,54.43,0.15
ORD-11995,2023-09-26,Furniture,Chairs,East,Home Office,1153.56,4,76.77,0.15
ORD-10797,2023-09-26,Furniture,Bookcases,East,Consumer,1181.34,7,-8.69,0.0
ORD-12061,2023-09-26,Furniture,Furnishings,East,Home Office,700.78,5,-23.64,0.3
ORD-10472,2023-09-26,Office Supplies,Supplies,South,Home Office,371.14,6,107.24,0.1
ORD-11951,2023-09-27,Office Supplies,Storage,East,Consumer,108.66,2,5.73,0.15
ORD-12132,2023-09-27,Office Supplies,Art,North,Corporate,98.09,2,33.17,0.0
ORD-11835,2023-09-27,Office Supplies,Storage,East,Consumer,280.62,6,43.26,0.1
ORD-11411,2023-09-28,Technology,Accessories,West,Corporate,1666.18,6,547.91,0.1
ORD-10417,2023-09-28,Technology,Machines,North,Consumer,3667.01,7,548.88,0.1
ORD-10684,2023-09-28,Office Supplies,Paper,South,Consumer,254.72,3,64.58,0.2
ORD-10483,2023-09-28,Technology,Phones,North,Consumer,598.67,2,101.44,0.1
ORD-10782,2023-09-28,Office Supplies,Storage,East,Consumer,85.55,2,13.11,0.0
ORD-11290,2023-09-28,Office Supplies,Supplies,East,Consumer,75.11,2,18.57,0.0
ORD-11354,2023-09-29,Furniture,Tables,East,Corporate,742.91,6,74.47,0.0
ORD-10311,2023-09-29,Technology,Copiers,South,Home Office,1202.52,3,-110.16,0.3
ORD-10140,2023-09-30,Technology,Phones,West,Consumer,304.62,1,68.19,0.0
ORD-11266,2023-09-30,Furniture,Furnishings,West,Consumer,156.17,1,-18.8,0.2
ORD-10204,2023-09-30,Office Supplies,Paper,North,Consumer,306.72,3,44.31,0.1
ORD-11544,2023-09-30,Furniture,Chairs,West,Home Office,372.08,2,54.06,0.0
ORD-11622,2023-10-01,Furniture,Chairs,East,Consumer,723.02,2,21.68,0.3
ORD-12018,2023-10-01,Office Supplies,Paper,North,Home Office,252.04,3,43.36,0.15
ORD-10070,2023-10-01,Technology,Machines,North,Corporate,607.38,1,-59.27,0.15
ORD-10841,2023-10-02,Technology,Phones,East,Home Office,2159.31,6,355.73,0.1
ORD-10965,2023-10-02,Technology,Machines,North,Home Office,679.32,2,77.96,0.0
ORD-11468,2023-10-02,Office Supplies,Binders,North,Corporate,128.77,5,25.62,0.0
ORD-10391,2023-10-03,Office Supplies,Paper,North,Consumer,186.64,5,22.67,0.15
ORD-11076,2023-10-03,Office Supplies,Supplies,East,Consumer,5.53,1,0.52,0.2
ORD-11729,2023-10-03,Technology,Accessories,South,Corporate,1956.6,4,412.67,0.1
ORD-11753,2023-10-03,Office Supplies,Supplies,North,Corporate,115.71,4,22.05,0.1
ORD-10282,2023-10-04,Technology,Machines,West,Corporate,1724.84,6,126.53,0.3
ORD-11406,2023-10-04,Office Supplies,Supplies,West,Consumer,40.37,2,11.48,0.0
ORD-10043,2023-10-04,Office Supplies,Supplies,South,Corporate,19.69,3,4.95,0.3
ORD-11033,2023-10-04,Technology,Phones,West,Consumer,4188.47,6,348.23,0.2
ORD-11702,2023-10-04,Office Supplies,Binders,East,Consumer,325.37,7,106.57,0.0
ORD-11914,2023-10-04,Furniture,Bookcases,East,Corporate,1017.88,6,-106.96,0.0
ORD-10240,2023-10-04,Technology,Copiers,South,Corporate,1688.16,3,353.22,0.0
ORD-11748,2023-10-04,Office Supplies,Paper,North,Corporate,112.98,7,20.03,0.1
ORD-11448,2023-10-04,Office Supplies,Art,West,Consumer,443.44,6,57.72,0.1
ORD-11321,2023-10-06,Office Supplies,Supplies,West,Corporate,71.88,1,13.49,0.0
ORD-11646,2023-10-06,Office Supplies,Binders,East,Corporate,96.81,1,6.61,0.0
ORD-11280,2023-10-06,Technology,Machines,West,Consumer,373.23,3,114.94,0.0
ORD-11050,2023-10-06,Technology,Machines,West,Consumer,3321.0,6,1409.78,0.0
ORD-10241,2023-10-06,Office Supplies,Paper,West,Corporate,89.33,3,22.86,0.2
ORD-10102,2023-10-07,Office Supplies,Art,West,Corporate,180.11,7,38.04,0.15
ORD-11956,2023-10-07,Office Supplies,Binders,West,Corporate,122.78,4,34.81,0.0
ORD-11104,2023-10-07,Technology,Machines,East,Consumer,947.72,5,280.68,0.0
ORD-10579,2023-10-08,Office Supplies,Art,West,Home Office,19.17,1,4.37,0.2
ORD-10770,2023-10-08,Furniture,Tables,South,Corporate,365.31,7,-53.75,0.0
ORD-10553,2023-10-09,Technology,Copiers,West,Consumer,984.19,2,72.06,0.3
ORD-11538,2023-10-10,Office Supplies,Binders,East,Corporate,98.3,4,26.78,0.3
ORD-11961,2023-10-10,Office Supplies,Art,North,Consumer,124.1,2,22.81,0.15
ORD-10789,2023-10-10,Office Supplies,Storage,South,Consumer,77.0,7,13.01,0.1
ORD-10208,2023-10-10,Furniture,Chairs,East,Corporate,1245.53,4,-137.01,0.15
ORD-11757,2023-10-10,Office Supplies,Paper,West,Corporate,117.7,2,7.31,0.0
ORD-10026,2023-10-11,Office Supplies,Paper,East,Corporate,124.41,3,20.46,0.1
ORD-12064,2023-10-11,Technology,Accessories,West,Corporate,3604.15,6,348.97,0.1
ORD-12113,2023-10-11,Office Supplies,Binders,South,Consumer,443.18,7,83.34,0.15
ORD-12142,2023-10-12,Office Supplies,Storage,West,Consumer,412.93,5,65.51,0.2
ORD-11902,2023-10-12,Technology,Accessories,South,Corporate,425.0,1,21.99,0.2
ORD-10037,2023-10-12,Office Supplies,Storage,East,Consumer,283.98,4,75.08,0.0
ORD-11281,2023-10-12,Furniture,Bookcases,North,Home Office,1200.14,5,124.94,0.1
ORD-10357,2023-10-12,Office Supplies,Binders,North,Corporate,23.3,4,2.64,0.0
ORD-12077,2023-10-13,Technology,Phones,South,Consumer,2819.66,7,525.77,0.1
ORD-11579,2023-10-13,Furniture,Bookcases,South,Home Office,580.45,7,67.17,0.3
ORD-11245,2023-10-13,Technology,Copiers,South,Consumer,2051.9,5,-25.72,0.0
ORD-11374,2023-10-15,Technology,Accessories,South,Consumer,1204.09,3,433.25,0.0
ORD-10113,2023-10-15,Office Supplies,Binders,East,Corporate,345.56,6,104.31,0.0
ORD-11775,2023-10-15,Office Supplies,Supplies,North,Consumer,222.02,4,39.34,0.0
ORD-10678,2023-10-15,Office Supplies,Storage,South,Consumer,67.81,2,4.1,0.0
ORD-11097,2023-10-15,Office Supplies,Paper,East,Consumer,112.88,4,16.48,0.0
ORD-11218,2023-10-15,Office Supplies,Storage,West,Consumer,92.72,2,9.97,0.0
ORD-11024,2023-10-15,Technology,Phones,South,Consumer,920.4,6,210.58,0.2
ORD-11823,2023-10-16,Office Supplies,Paper,North,Home Office,237.79,7,44.72,0.3
ORD-11417,2023-10-16,Technology,Copiers,North,Corporate,1883.79,6,276.62,0.0
ORD-10083,2023-10-16,Office Supplies,Art,North,Home Office,518.09,6,104.89,0.15
ORD-10127,2023-10-16,Office Supplies,Paper,South,Corporate,70.92,1,19.79,0.0
ORD-11815,2023-10-16,Furniture,Bookcases,South,Home Office,1019.19,3,243.64,0.0
ORD-11163,2023-10-17,Office Supplies,Binders,South,Corporate,31.71,1,10.36,0.0
ORD-11511,2023-10-17,Technology,Machines,West,Consumer,2043.14,5,595.15,0.0
ORD-11488,2023-10-17,Technology,Accessories,East,Consumer,691.56,4,84.69,0.0
ORD-10080,2023-10-18,Furniture,Chairs,East,Consumer,492.47,2,51.82,0.2
ORD-11882,2023-10-18,Office Supplies,Supplies,South,Consumer,27.61,1,6.73,0.1
ORD-12141,2023-10-18,Furniture,Chairs,West,Consumer,2753.16,7,-31.11,0.0
ORD-12196,2023-10-19,Office Supplies,Paper,North,Corporate,258.93,4,33.51,0.1
ORD-10107,2023-10-19,Furniture,Bookcases,East,Consumer,496.26,3,86.18,0.0
ORD-11362,2023-10-19,Office Supplies,Supplies,East,Corporate,95.7,7,16.58,0.15
ORD-10478,2023-10-19,Office Supplies,Supplies,North,Consumer,138.92,6,31.65,0.0
ORD-10086,2023-10-19,Technology,Accessories,North,Corporate,5801.1,6,1493.61,0.2
ORD-12144,2023-10-19,Technology,Phones,West,Home Office,4473.34,7,1057.46,0.0
ORD-10855,2023-10-20,Furniture,Chairs,West,Home Office,2084.37,6,-78.48,0.3
ORD-11492,2023-10-20,Technology,Phones,East,Consumer,2028.89,7,447.02,0.0
ORD-11170,2023-10-21,Technology,Phones,West,Corporate,2210.01,6,-23.99,0.1
ORD-10309,2023-10-21,Office Supplies,Supplies,West,Consumer,149.04,6,33.29,0.1
ORD-10230,2023-10-21,Office Supplies,Art,South,Corporate,465.35,7,65.03,0.1
ORD-11843,2023-10-21,Technology,Machines,East,Consumer,1343.8,5,137.45,0.2
ORD-10265,2023-10-21,Office Supplies,Binders,North,Home Office,71.91,3,11.17,0.0
ORD-11602,2023-10-22,Furniture,Furnishings,East,Home Office,147.16,1,5.07,0.1
ORD-11490,2023-10-22,Technology,Phones,West,Corporate,595.93,4,-7.01,0.0
ORD-10528,2023-10-22,Technology,Phones,East,Consumer,2215.33,6,442.92,0.0
ORD-11073,2023-10-22,Technology,Accessories,West,Home Office,1045.77,2,199.98,0.2
ORD-10081,2023-10-22,Office Supplies,Paper,East,Corporate,71.08,1,14.8,0.15
ORD-11086,2023-10-23,Office Supplies,Storage,North,Consumer,21.71,1,3.68,0.15
ORD-11121,2023-10-23,Office Supplies,Storage,West,Consumer,57.08,3,3.99,0.2
ORD-10089,2023-10-24,Furniture,Bookcases,East,Consumer,1296.24,5,-127.6,0.0
ORD-12009,2023-10-24,Technology,Copiers,South,Corporate,3800.44,6,-48.4,0.2
ORD-10910,2023-10-24,Technology,Machines,East,Consumer,1827.97,3,595.06,0.0
ORD-11106,2023-10-24,Office Supplies,Paper,East,Home Office,317.42,6,19.17,0.2
ORD-11501,2023-10-24,Technology,Machines,East,Corporate,1560.61,4,103.38,0.15
ORD-11862,2023-10-25,Office Supplies,Binders,East,Consumer,130.74,3,45.2,0.0
ORD-10508,2023-10-25,Furniture,Bookcases,North,Home Office,420.04,2,74.8,0.2
ORD-11441,2023-10-25,Office Supplies,Paper,North,Home Office,383.98,5,178.88,0.0
ORD-12104,2023-10-26,Office Supplies,Paper,North,Corporate,73.61,2,9.77,0.0
ORD-10968,2023-10-27,Furniture,Chairs,North,Consumer,712.67,6,-213.87,0.0
ORD-12158,2023-10-27,Office Supplies,Storage,East,Consumer,238.19,4,50.16,0.0
ORD-10274,2023-10-27,Furniture,Tables,North,Consumer,1174.31,7,-159.99,0.0
ORD-11637,2023-10-27,Office Supplies,Art,East,Consumer,242.64,3,35.15,0.1
ORD-12045,2023-10-28,Technology,Copiers,East,Consumer,1128.78,5,79.13,0.0
